run.number,date_time.run,process.count,random.seed,human.count,zombie.count,min.x,min.y,max.x,max.y,proc.per.x,proc.per.y,grid.buffer,init.time,stop.at,run.time
,25.01.2016 03:42:15,4,1453689736,5000;,1000;,0,0,99,99,2 #process in x axis,2 #process in y axis,2,1.48,20,74.23
