run.number,date_time.run,process.count,random.seed,human.count,zombie.count,min.x,min.y,max.x,max.y,proc.per.x,proc.per.y,grid.buffer,init.time,stop.at,run.time
,12.02.2016 15:48:19,16,1455288499,5000;,1000;,0,0,99,99,4 #process in x axis,4 #process in y axis,2,0.59,100,216.4
